,CustomerID,Education,Occupation,Gender,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
2540,13840,Partial High School,Manual,M,2,0,0,22164,65,0
2541,13841,Partial High School,Manual,M,2,0,0,17348,55,0
2542,13842,Partial High School,Manual,M,2,0,0,12866,56,0
2543,13843,Partial College,Clerical,M,1,0,0,56934,75,1
2544,13844,Partial College,Clerical,M,1,0,0,59117,62,1
2545,13845,Bachelors ,Skilled Manual,M,0,1,1,72078,88,0
2546,13847,Bachelors ,Skilled Manual,M,0,1,1,62981,90,0
2547,13848,Partial College,Clerical,F,2,4,4,41352,72,0
2548,13849,Partial College,Clerical,M,2,4,4,33068,100,0
2549,13850,Graduate Degree,Skilled Manual,M,0,0,0,73073,75,0
2550,13851,Graduate Degree,Skilled Manual,M,0,0,0,75165,71,1
2551,13852,Graduate Degree,Skilled Manual,M,0,0,0,79971,70,0
2552,13853,Graduate Degree,Skilled Manual,M,0,0,0,66985,69,1
2553,13854,Graduate Degree,Skilled Manual,M,0,0,1,86012,79,0
2554,13855,Graduate Degree,Skilled Manual,F,0,0,1,57048,49,1
2555,13856,High School,Skilled Manual,M,3,4,4,60254,112,1
2556,13857,Graduate Degree,Skilled Manual,F,0,1,1,102891,64,0
2557,13858,Graduate Degree,Skilled Manual,F,0,1,1,90234,65,0
2558,13859,Graduate Degree,Skilled Manual,F,0,1,1,83371,63,0
2559,13860,Graduate Degree,Skilled Manual,F,0,1,1,64826,57,0
2560,13861,Graduate Degree,Skilled Manual,F,0,0,1,87508,54,0
2561,13863,Graduate Degree,Skilled Manual,M,0,0,1,101069,80,0
2562,13864,Graduate Degree,Skilled Manual,F,0,0,1,92237,53,0
2563,13865,Graduate Degree,Professional,F,0,0,2,74879,52,0
2564,13866,Graduate Degree,Professional,F,0,0,2,88226,52,0
2565,13867,Bachelors ,Skilled Manual,M,0,1,1,53675,89,0
2566,13868,Graduate Degree,Professional,F,0,0,1,90787,52,0
2567,13869,Bachelors ,Skilled Manual,F,1,1,1,38293,51,0
2568,13871,Bachelors ,Skilled Manual,F,0,2,2,44560,59,0
2569,13872,Graduate Degree,Professional,F,0,0,1,96550,52,0
2570,13873,Graduate Degree,Professional,M,0,0,3,103887,81,0
2571,13874,Graduate Degree,Professional,F,0,0,1,91519,58,1
2572,13875,Graduate Degree,Professional,F,0,0,1,95212,57,0
2573,13876,Graduate Degree,Professional,M,0,0,1,121925,86,0
2574,13877,Bachelors ,Skilled Manual,M,0,2,2,90341,102,1
2575,13878,Bachelors ,Skilled Manual,M,0,2,2,103912,116,0
2576,13879,Bachelors ,Skilled Manual,M,1,2,2,101633,107,1
2577,13880,Bachelors ,Skilled Manual,M,1,2,2,93243,100,1
2578,13881,Bachelors ,Skilled Manual,F,1,2,2,78533,66,1
2579,13882,Bachelors ,Professional,F,1,0,0,54625,42,0
2580,13883,Bachelors ,Professional,M,1,0,0,64959,72,1
2581,13884,Bachelors ,Professional,F,1,0,0,52515,43,0
2582,13885,Graduate Degree,Professional,M,0,0,3,105525,81,0
2583,13886,Graduate Degree,Professional,F,0,0,4,101670,54,0
2584,13887,Graduate Degree,Professional,M,0,0,2,137162,90,0
2585,13888,Bachelors ,Skilled Manual,M,1,2,2,92999,105,0
2586,13889,Graduate Degree,Professional,M,0,0,0,103006,78,1
2587,13890,Graduate Degree,Professional,F,0,0,0,97590,50,0
2588,13891,Graduate Degree,Professional,M,0,0,0,112733,86,1
2589,13892,Graduate Degree,Professional,M,0,0,0,113491,76,1
2590,13894,Graduate Degree,Professional,F,0,0,5,102200,54,1
2591,13895,Graduate Degree,Professional,F,0,0,5,98621,51,1
2592,13896,Graduate Degree,Professional,F,0,0,5,99977,49,1
2593,13897,Graduate Degree,Professional,M,0,0,5,115098,84,0
2594,13898,Graduate Degree,Professional,M,0,0,5,115677,76,1
2595,13900,Graduate Degree,Professional,M,2,5,5,113792,154,1
2596,13901,Graduate Degree,Professional,M,2,5,5,120086,163,1
2597,13902,Graduate Degree,Professional,M,3,5,5,112393,158,1
2598,13903,Graduate Degree,Professional,M,0,0,2,139128,82,0
2599,13904,Graduate Degree,Professional,F,0,0,2,121685,57,0
2600,13905,Graduate Degree,Professional,M,0,0,3,150910,87,0
2601,13906,Bachelors ,Professional,F,1,0,0,63115,47,0
2602,13907,Bachelors ,Skilled Manual,F,1,3,3,100022,76,0
2603,13908,Bachelors ,Skilled Manual,F,1,3,3,97202,75,1
2604,13909,Bachelors ,Skilled Manual,F,1,3,3,92561,71,1
2605,13910,Bachelors ,Skilled Manual,F,2,3,3,99972,77,1
2606,13911,Bachelors ,Skilled Manual,F,2,3,3,111349,77,1
2607,13912,Bachelors ,Skilled Manual,F,3,3,3,98505,79,0
2608,13913,Bachelors ,Skilled Manual,F,1,4,4,115172,84,1
2609,13914,Bachelors ,Professional,F,1,0,0,48892,49,0
2610,13915,Bachelors ,Skilled Manual,F,2,4,4,57352,78,1
2611,13916,Bachelors ,Skilled Manual,M,2,4,4,51606,108,1
2612,13917,Bachelors ,Skilled Manual,M,2,4,4,60875,118,1
2613,13918,Bachelors ,Skilled Manual,M,3,4,4,66302,124,1
2614,13920,Bachelors ,Skilled Manual,F,2,2,4,51125,59,1
2615,13921,Bachelors ,Professional,M,2,2,4,94140,115,1
2616,13922,Bachelors ,Professional,M,2,2,4,104567,111,1
2617,13923,Bachelors ,Professional,M,1,0,0,97105,73,0
2618,13924,Bachelors ,Professional,F,1,0,0,94993,54,1
2619,13925,Bachelors ,Professional,M,1,0,0,106720,78,1
2620,13926,Bachelors ,Professional,M,1,0,0,92328,76,1
2621,13927,Bachelors ,Professional,M,1,0,0,106330,76,1
2622,13928,Graduate Degree,Professional,M,0,2,3,104936,112,1
2623,13929,High School,Skilled Manual,M,2,2,3,61643,98,1
2624,13931,Partial College,Skilled Manual,M,1,0,1,102648,84,0
2625,13933,Partial College,Skilled Manual,F,1,0,1,68889,56,0
2626,13934,High School,Skilled Manual,M,2,2,4,37748,94,0
2627,13935,High School,Skilled Manual,F,2,2,4,33709,56,0
2628,13936,Partial College,Skilled Manual,M,1,0,0,92544,79,0
2629,13937,Partial College,Skilled Manual,F,1,0,0,66763,49,1
2630,13938,Graduate Degree,Professional,M,1,0,0,121159,86,0
2631,13939,Graduate Degree,Professional,M,1,0,0,126340,81,1
2632,13940,Graduate Degree,Professional,F,1,0,0,84568,50,1
2633,13941,Partial College,Skilled Manual,F,1,0,1,73756,49,0
2634,13942,Partial College,Skilled Manual,M,1,0,1,84102,81,0
2635,13943,Partial College,Skilled Manual,F,1,0,1,65947,51,0
2636,13944,Partial College,Skilled Manual,M,1,0,1,106987,85,0
2637,13945,Partial College,Skilled Manual,F,1,0,1,77179,48,0
2638,13946,Bachelors ,Professional,M,0,3,4,112941,125,1
2639,13947,Graduate Degree,Professional,F,1,0,1,100966,52,0
2640,13948,Graduate Degree,Professional,F,0,0,2,131787,57,1
2641,13949,Graduate Degree,Professional,M,0,0,2,144197,87,0
2642,13951,Graduate Degree,Management,M,1,0,1,113620,62,0
2643,13952,Graduate Degree,Management,M,0,0,1,160333,89,0
2644,13954,Bachelors ,Professional,M,1,2,2,102064,114,1
2645,13955,Bachelors ,Professional,M,0,0,2,130910,90,0
2646,13957,Bachelors ,Professional,F,1,2,2,77521,61,1
2647,13958,Bachelors ,Professional,F,3,5,5,86069,97,1
2648,13959,Graduate Degree,Management,F,0,0,1,162650,54,0
2649,13961,Graduate Degree,Management,F,3,5,5,98601,105,1
2650,13962,Graduate Degree,Management,F,3,5,5,108553,102,0
2651,13963,Graduate Degree,Management,F,3,5,5,116114,111,0
2652,13964,Bachelors ,Professional,F,0,0,0,114183,55,1
2653,13965,Bachelors ,Professional,M,0,0,0,124662,87,0
2654,13967,Bachelors ,Professional,M,1,3,3,106604,114,1
2655,13968,Bachelors ,Professional,F,1,3,3,80464,75,1
2656,13969,Bachelors ,Professional,M,1,0,0,118609,79,0
2657,13970,Bachelors ,Professional,M,1,0,0,100691,72,0
2658,13971,Bachelors ,Professional,F,1,0,0,88733,48,1
2659,13972,Bachelors ,Professional,M,1,0,0,101709,77,0
2660,13973,Bachelors ,Professional,F,2,3,3,84555,78,1
2661,13974,Bachelors ,Professional,F,2,4,4,85758,84,1
2662,13975,Bachelors ,Professional,M,2,4,4,108992,133,1
2663,13976,Bachelors ,Management,M,2,0,2,130455,84,0
2664,13977,Bachelors ,Management,F,3,0,2,103497,56,0
2665,13978,Bachelors ,Management,F,3,0,3,106229,53,0
2666,13979,High School,Skilled Manual,F,2,0,0,33929,43,0
2667,13980,Partial College,Skilled Manual,F,1,0,0,41008,39,1
2668,13981,High School,Skilled Manual,F,3,0,5,13177,31,0
2669,13982,High School,Skilled Manual,M,2,0,3,14853,62,0
2670,13983,High School,Skilled Manual,M,2,0,4,23823,62,0
2671,13984,Partial College,Skilled Manual,M,1,0,0,92848,72,0
2672,13985,Partial College,Skilled Manual,F,1,0,0,69655,52,0
2673,13986,Partial College,Skilled Manual,F,2,0,0,69454,52,0
2674,13987,High School,Skilled Manual,M,2,0,0,55920,66,1
2675,13988,Partial High School,Clerical,M,2,0,0,32521,61,0
2676,13989,Partial College,Skilled Manual,F,1,0,0,50565,42,0
2677,13990,Partial College,Skilled Manual,F,1,0,0,46426,43,0
2678,13991,Partial College,Skilled Manual,M,1,0,0,53178,71,0
2679,13992,Partial College,Skilled Manual,M,2,0,0,86015,66,1
2680,13993,Partial College,Skilled Manual,M,2,0,0,90455,72,1
2681,13994,Partial College,Clerical,M,2,0,2,57619,68,0
2682,13995,High School,Skilled Manual,F,2,0,4,22714,40,0
2683,13996,High School,Skilled Manual,F,2,0,4,25480,45,0
2684,13997,Partial College,Clerical,F,2,0,2,44555,45,0
2685,13998,Partial High School,Clerical,M,2,1,2,29852,78,0
2686,13999,Partial College,Skilled Manual,M,2,0,0,98816,81,0
2687,14000,Partial High School,Clerical,M,2,0,0,43947,66,0
2688,14001,Partial High School,Clerical,M,2,0,0,53403,65,0
2689,14002,Partial College,Skilled Manual,F,1,0,0,43226,42,0
2690,14003,Partial College,Skilled Manual,M,1,0,0,44300,59,0
2691,14004,Partial College,Skilled Manual,F,2,0,0,71307,49,0
2692,14005,Partial College,Skilled Manual,M,2,0,0,85099,77,0
2693,14008,Partial High School,Clerical,F,2,1,2,22950,50,0
2694,14009,Partial High School,Clerical,F,2,1,2,20866,52,0
2695,14010,Partial College,Clerical,M,2,0,3,58357,74,0
2696,14012,Bachelors ,Management,M,2,0,2,72653,78,0
2697,14013,High School,Skilled Manual,M,2,0,3,56359,71,0
2698,14014,High School,Skilled Manual,F,2,0,3,53680,48,0
2699,14015,High School,Skilled Manual,M,2,0,3,45164,73,0
2700,14016,High School,Skilled Manual,M,2,0,3,53696,71,0
2701,14017,Partial College,Skilled Manual,F,2,0,0,68074,47,0
2702,14018,High School,Skilled Manual,F,2,0,3,42143,47,0
2703,14019,High School,Skilled Manual,F,2,0,3,38307,40,0
2704,14020,Partial College,Skilled Manual,F,2,0,2,92105,55,1
2705,14021,Partial College,Skilled Manual,F,2,0,0,40208,41,1
2706,14022,High School,Skilled Manual,F,2,0,0,56335,47,0
2707,14023,High School,Skilled Manual,F,2,0,0,45599,44,1
2708,14024,Partial College,Skilled Manual,F,2,0,0,66889,45,0
2709,14025,High School,Skilled Manual,M,2,0,0,52996,72,0
2710,14026,High School,Skilled Manual,F,2,0,0,26711,41,0
2711,14027,Partial College,Professional,M,2,0,0,86596,79,0
2712,14028,Partial College,Professional,F,2,0,0,75949,46,1
2713,14029,Partial College,Professional,F,2,0,0,70860,51,1
2714,14030,High School,Skilled Manual,M,2,0,2,107387,72,1
2715,14031,High School,Skilled Manual,M,2,0,2,114715,86,0
2716,14032,High School,Skilled Manual,M,2,0,2,80168,71,0
2717,14033,High School,Professional,F,2,0,2,90680,50,0
2718,14034,Graduate Degree,Management,M,2,1,1,182537,99,0
2719,14035,Bachelors ,Management,M,1,0,0,115141,77,1
2720,14036,Partial College,Professional,F,2,0,0,73622,52,0
2721,14037,Partial College,Professional,F,2,0,0,87703,51,0
2722,14038,Graduate Degree,Management,F,3,1,1,151900,70,1
2723,14039,Graduate Degree,Management,M,3,0,0,181787,88,1
2724,14040,Partial High School,Skilled Manual,F,2,0,2,82182,48,0
2725,14041,Partial High School,Skilled Manual,F,2,0,2,82355,47,1
2726,14042,High School,Professional,F,2,0,2,78259,51,0
2727,14043,High School,Professional,F,2,0,2,69832,44,0
2728,14044,Partial College,Professional,M,0,1,2,88358,97,0
2729,14045,Bachelors ,Professional,F,4,5,5,103492,105,1
2730,14046,Bachelors ,Professional,F,0,4,4,113086,92,1
2731,14047,Partial College,Skilled Manual,F,1,0,1,71905,51,0
2732,14048,Bachelors ,Professional,M,1,0,1,96071,86,1
2733,14049,Bachelors ,Professional,F,1,0,1,98560,58,0
2734,14050,Graduate Degree,Management,M,1,0,0,133994,80,1
2735,14051,Bachelors ,Professional,M,1,0,0,128240,83,1
2736,14052,Graduate Degree,Management,M,2,0,0,185263,80,0
2737,14054,Partial College,Skilled Manual,M,1,0,1,94869,82,0
2738,14055,Partial College,Skilled Manual,M,1,0,1,97912,84,0
2739,14056,Partial College,Skilled Manual,M,1,0,1,70378,79,1
2740,14057,Bachelors ,Professional,M,1,0,1,114392,84,0
2741,14058,Bachelors ,Professional,M,1,0,0,106033,75,1
2742,14059,Bachelors ,Professional,M,4,5,5,145976,166,1
2743,14060,Bachelors ,Professional,M,4,5,5,127380,170,1
2744,14061,Bachelors ,Professional,F,4,5,5,118399,106,1
2745,14062,Bachelors ,Professional,F,1,0,0,94668,51,0
2746,14064,Bachelors ,Professional,F,1,0,0,79082,45,0
2747,14065,Bachelors ,Professional,M,1,0,0,89913,79,1
2748,14066,Partial College,Skilled Manual,F,1,0,1,67723,55,0
2749,14068,Bachelors ,Professional,M,2,4,5,100398,148,1
2750,14069,Bachelors ,Professional,F,2,4,5,75190,86,0
2751,14070,Bachelors ,Professional,M,1,0,2,125809,81,0
2752,14071,Bachelors ,Management,M,1,0,2,127622,81,1
2753,14072,Partial College,Skilled Manual,M,1,0,1,107913,88,1
2754,14073,Partial College,Clerical,M,2,0,2,72469,72,0
2755,14074,High School,Skilled Manual,F,2,1,2,31764,53,0
2756,14075,High School,Skilled Manual,M,2,0,0,62840,64,0
2757,14076,High School,Skilled Manual,M,2,0,0,54916,71,0
2758,14077,High School,Skilled Manual,M,2,0,0,40664,58,0
2759,14078,High School,Skilled Manual,M,2,0,0,53305,68,0
2760,14079,High School,Skilled Manual,F,2,0,0,34248,45,0
2761,14080,High School,Skilled Manual,F,2,0,0,34986,40,0
2762,14081,High School,Skilled Manual,F,2,0,0,53158,48,0
2763,14082,High School,Skilled Manual,M,2,0,0,51487,65,0
2764,14083,High School,Skilled Manual,M,2,0,0,54758,67,0
2765,14084,High School,Skilled Manual,M,2,0,0,48754,62,0
2766,14085,High School,Skilled Manual,M,2,0,0,46919,67,0
2767,14086,High School,Skilled Manual,M,2,0,5,24921,63,0
2768,14087,Bachelors ,Management,M,2,0,2,65113,53,0
2769,14090,Partial High School,Clerical,F,2,0,0,47667,48,1
2770,14091,Partial High School,Clerical,M,2,0,0,52864,69,0
2771,14094,High School,Skilled Manual,F,2,0,0,37814,40,0
2772,14095,High School,Skilled Manual,F,2,0,0,51283,47,0
2773,14096,Partial High School,Clerical,M,2,0,0,42567,63,0
2774,14098,High School,Skilled Manual,F,2,0,0,42578,54,0
2775,14100,Bachelors ,Management,F,2,0,2,67275,42,0
2776,14101,Bachelors ,Management,M,2,0,2,70381,71,0
2777,14102,Graduate Degree,Management,F,1,0,2,84261,45,0
2778,14103,Bachelors ,Management,F,2,0,2,65793,40,0
2779,14104,Partial College,Skilled Manual,F,1,0,0,42526,39,0
2780,14105,Partial College,Skilled Manual,M,1,0,0,41801,62,0
2781,14106,Partial College,Skilled Manual,F,1,0,0,44488,46,0
2782,14107,High School,Skilled Manual,F,2,0,0,45071,48,0
2783,14108,High School,Skilled Manual,M,2,0,0,58242,68,0
2784,14109,Partial College,Skilled Manual,M,1,0,0,55911,75,0
2785,14110,Partial College,Skilled Manual,M,1,0,0,85854,70,0
2786,14111,Partial College,Skilled Manual,M,2,0,0,84082,76,0
2787,14112,Partial College,Skilled Manual,M,2,0,0,94242,77,1
2788,14113,Partial College,Skilled Manual,F,2,0,0,73731,48,0
2789,14114,Partial College,Skilled Manual,F,2,0,0,76545,54,0
2790,14115,Bachelors ,Management,F,1,0,0,104426,49,1
2791,14116,Bachelors ,Management,F,1,0,0,116925,48,0
2792,14117,Bachelors ,Management,F,1,0,0,125713,45,0
2793,14118,Bachelors ,Management,F,2,0,1,101366,50,1
2794,14119,Graduate Degree,Management,F,1,1,1,148078,69,1
2795,14120,Bachelors ,Management,F,2,1,1,139531,69,0
2796,14121,Graduate Degree,Management,M,2,0,0,193575,85,1
2797,14123,Partial College,Manual,M,1,0,0,24142,66,0
2798,14124,Partial College,Manual,M,1,0,0,18328,66,0
2799,14125,Partial College,Manual,M,1,0,0,17025,57,1
2800,14127,High School,Manual,F,2,0,0,26002,48,0
2801,14129,Bachelors ,Clerical,F,0,0,0,18427,40,0
2802,14131,Bachelors ,Clerical,M,0,0,0,33354,68,0
2803,14132,High School,Manual,M,0,1,1,20400,67,1
2804,14133,Bachelors ,Clerical,M,0,0,0,31910,62,0
2805,14134,Partial College,Manual,F,0,0,0,23238,37,0
2806,14135,Partial College,Manual,M,0,0,1,17598,57,0
2807,14136,Partial College,Manual,M,0,0,2,23403,59,0
2808,14137,Partial College,Manual,F,1,0,2,19405,38,0
2809,14138,Partial College,Manual,M,1,0,2,17614,51,0
2810,14140,Graduate Degree,Clerical,F,0,0,4,50242,49,0
2811,14141,High School,Manual,F,1,1,1,14272,47,0
2812,14142,High School,Manual,M,1,1,1,24111,74,1
2813,14143,Partial College,Manual,F,0,1,1,17228,48,1
2814,14144,High School,Manual,M,1,1,1,27824,81,0
2815,14145,High School,Manual,M,1,1,1,20592,69,0
2816,14146,Partial College,Manual,F,1,0,2,31560,45,0
2817,14147,Graduate Degree,Clerical,M,0,0,1,66645,77,0
2818,14148,Graduate Degree,Clerical,M,0,0,1,65685,74,0
2819,14149,Bachelors ,Clerical,M,0,0,3,61782,75,0
2820,14150,Bachelors ,Clerical,M,0,0,3,56531,68,0
2821,14151,High School,Manual,F,0,2,2,12716,46,0
2822,14152,Partial College,Manual,M,1,0,0,13024,58,0
2823,14153,Partial College,Manual,M,1,0,0,13773,54,0
2824,14154,Bachelors ,Clerical,M,0,0,0,57400,76,0
2825,14155,Graduate Degree,Clerical,F,0,0,0,51897,50,0
2826,14156,Partial College,Manual,M,1,0,0,29270,57,0
2827,14157,Bachelors ,Clerical,M,0,0,0,75595,74,0
2828,14158,Graduate Degree,Clerical,M,0,0,0,87827,72,0
2829,14159,Graduate Degree,Clerical,M,0,0,0,85901,71,0
2830,14160,Graduate Degree,Clerical,F,0,0,0,50168,49,1
2831,14161,Graduate Degree,Clerical,F,0,0,0,71878,50,1
2832,14162,Graduate Degree,Clerical,M,0,0,0,78489,75,0
2833,14163,Graduate Degree,Clerical,F,0,0,0,69656,54,0
2834,14164,Graduate Degree,Skilled Manual,F,0,0,0,57258,46,1
2835,14165,Graduate Degree,Skilled Manual,F,0,0,0,55296,48,1
2836,14166,Bachelors ,Clerical,F,2,0,3,28510,32,0
2837,14167,Partial College,Manual,F,2,0,3,17668,40,0
2838,14168,Partial College,Manual,M,1,0,2,27952,65,0
2839,14169,High School,Manual,F,0,3,3,13468,59,0
2840,14170,High School,Manual,F,0,3,3,18589,59,1
2841,14171,Partial College,Professional,F,2,0,5,87920,50,0
2842,14172,Bachelors ,Management,F,4,4,4,127435,83,1
2843,14173,High School,Professional,F,3,1,5,66912,62,0
2844,14174,High School,Professional,M,3,1,5,90824,83,0
2845,14175,Bachelors ,Management,F,4,4,4,122709,93,1
2846,14176,Partial College,Professional,F,2,0,5,98088,53,0
2847,14177,Partial College,Professional,M,2,0,5,122772,81,0
2848,14178,Partial College,Professional,F,2,0,5,99664,49,0
2849,14179,Bachelors ,Management,F,4,3,3,102645,71,0
2850,14180,Bachelors ,Management,M,4,3,3,131389,125,1
2851,14181,Bachelors ,Management,F,0,4,4,111605,87,0
2852,14182,Partial College,Professional,M,4,4,4,158799,154,1
2853,14184,Bachelors ,Management,M,2,5,5,164758,167,1
2854,14185,Partial College,Professional,M,2,1,4,120305,90,1
2855,14186,Partial College,Professional,F,2,1,4,92325,66,0
2856,14187,Partial College,Professional,M,4,4,4,121696,142,1
2857,14188,High School,Professional,F,3,1,4,112115,62,1
2858,14189,High School,Professional,F,2,1,4,119369,61,1
2859,14191,Partial College,Professional,M,2,5,5,158269,167,1
2860,14192,High School,Management,M,3,1,4,120928,97,1
2861,14193,Partial College,Management,F,4,4,4,111608,85,1
2862,14194,Partial College,Management,F,3,5,5,125535,98,1
2863,14195,High School,Management,M,3,5,5,153788,146,1
2864,14196,Partial College,Management,F,3,5,5,125745,103,1
2865,14198,High School,Management,F,3,5,5,130981,99,0
2866,14199,High School,Management,M,4,5,5,168584,155,0
2867,14200,Partial High School,Skilled Manual,F,4,1,5,80311,58,1
2868,14201,High School,Management,F,4,1,5,92344,61,0
2869,14202,Partial High School,Skilled Manual,M,4,1,4,108237,88,0
2870,14203,High School,Management,M,2,0,5,130299,75,0
2871,14204,Partial High School,Skilled Manual,F,2,0,5,93972,54,0
2872,14205,Partial High School,Skilled Manual,M,2,0,5,101347,74,0
2873,14206,Partial High School,Professional,M,1,5,5,106547,151,1
2874,14207,Partial High School,Professional,M,3,5,5,173147,163,1
2875,14208,High School,Management,M,4,5,5,168423,146,1
2876,14209,Bachelors ,Professional,M,4,0,0,94926,75,1
2877,14210,Bachelors ,Professional,F,2,0,0,102609,46,1
2878,14211,Bachelors ,Professional,F,3,0,0,90289,52,0
2879,14212,Bachelors ,Professional,M,3,0,0,126781,76,1
2880,14213,Bachelors ,Professional,F,3,0,0,99702,52,1
2881,14214,Bachelors ,Professional,F,2,0,0,98192,52,0
2882,14215,Bachelors ,Professional,F,2,0,0,119192,51,0
2883,14216,Bachelors ,Professional,M,4,0,0,111409,80,1
2884,14217,Bachelors ,Professional,M,3,0,0,123999,78,0
2885,14218,Bachelors ,Professional,M,3,0,0,122929,80,1
2886,14219,Bachelors ,Professional,F,3,0,0,125509,52,0
2887,14220,High School,Management,F,2,5,5,99717,99,1
2888,14221,Bachelors ,Professional,M,3,0,0,132091,83,1
2889,14222,Bachelors ,Professional,F,3,0,0,100899,48,0
2890,14223,Bachelors ,Professional,M,3,0,0,125010,83,0
2891,14224,Partial College,Management,F,3,5,5,129980,94,1
2892,14225,Bachelors ,Professional,F,3,0,0,109819,55,0
2893,14226,Bachelors ,Professional,F,3,0,0,116003,52,0
2894,14227,High School,Management,F,3,5,5,109783,100,1
2895,14228,Bachelors ,Professional,M,4,0,0,118440,79,1
2896,14230,Bachelors ,Professional,M,3,0,0,131509,84,0
2897,14231,Partial High School,Professional,F,4,5,5,126412,107,0
2898,14232,High School,Management,M,3,5,5,129460,163,1
2899,14233,High School,Management,M,3,5,5,109277,143,1
2900,14234,High School,Management,F,4,5,5,98855,93,1
2901,14235,Partial High School,Professional,M,4,5,5,129751,162,1
2902,14236,High School,Management,F,4,5,5,129356,108,0
2903,14237,Partial High School,Professional,F,4,5,5,137504,108,1
2904,14238,Partial High School,Professional,M,4,5,5,161875,168,1
2905,14239,Bachelors ,Management,F,2,0,5,92612,49,0
2906,14240,Bachelors ,Management,F,2,0,4,104621,44,0
2907,14241,Graduate Degree,Management,F,1,4,4,148629,91,0
2908,14242,Bachelors ,Management,M,2,0,5,97050,79,0
2909,14243,Bachelors ,Management,F,2,0,5,103424,51,0
2910,14244,Bachelors ,Management,F,2,0,5,105973,53,0
2911,14246,Bachelors ,Management,M,2,0,5,120642,71,1
2912,14247,Bachelors ,Management,M,2,0,5,125270,80,0
2913,14248,Graduate Degree,Management,F,3,3,3,114646,79,0
2914,14249,Graduate Degree,Management,M,2,4,4,181456,145,0
2915,14250,Bachelors ,Management,M,4,3,3,162502,117,1
2916,14251,Graduate Degree,Management,M,2,3,3,169308,127,0
2917,14253,Bachelors ,Management,M,2,4,4,158033,125,0
2918,14254,Bachelors ,Management,F,2,4,4,140677,88,0
2920,14255,Bachelors ,Management,M,3,4,4,169139,133,1
2921,14256,Graduate Degree,Management,F,2,3,3,141307,78,1
2922,14257,Graduate Degree,Management,M,2,3,3,180430,130,1
2923,14258,Bachelors ,Management,F,2,0,4,79529,46,0
2924,14259,Partial College,Skilled Manual,M,2,0,3,58419,70,0
2925,14260,Partial College,Skilled Manual,M,2,0,3,59268,66,0
2926,14261,Graduate Degree,Management,F,2,0,2,93865,49,0
2927,14262,Graduate Degree,Management,M,2,0,2,105368,84,0
2928,14263,Partial College,Skilled Manual,F,2,0,2,97387,46,0
2929,14264,Partial College,Skilled Manual,M,2,0,2,101178,75,0
2930,14265,Partial College,Skilled Manual,M,2,0,0,46607,64,0
2931,14266,Partial College,Skilled Manual,M,2,0,0,55112,83,0
2932,14267,Partial College,Skilled Manual,F,2,0,0,65171,46,0
2933,14268,High School,Skilled Manual,F,2,0,0,48360,47,0
2934,14269,High School,Skilled Manual,M,2,0,0,60623,74,0
2935,14270,Partial College,Skilled Manual,M,2,0,0,86475,73,0
2936,14271,High School,Skilled Manual,M,2,0,0,66780,77,0
2937,14272,High School,Skilled Manual,F,2,0,0,52507,42,0
2938,14273,Partial College,Skilled Manual,M,2,0,0,87044,72,1
2939,14274,Partial College,Professional,M,2,0,0,91861,77,0
2940,14275,High School,Skilled Manual,M,2,0,2,103727,77,0
2941,14276,High School,Skilled Manual,F,2,0,2,99880,49,0
2942,14277,High School,Skilled Manual,M,2,0,2,86773,71,0
2943,14278,Graduate Degree,Management,F,1,1,1,150348,65,0
2944,14279,Graduate Degree,Management,F,2,1,1,153299,69,1
2945,14280,Bachelors ,Management,M,1,0,0,129237,80,0
2946,14281,Bachelors ,Management,M,1,0,0,132547,73,0
2947,14282,High School,Professional,F,2,0,0,43370,38,0
2948,14283,Partial College,Professional,M,2,0,0,99824,74,0
2949,14284,Partial College,Professional,M,2,0,0,91215,75,0
2950,14285,Partial College,Professional,F,2,0,0,75509,44,0
2951,14286,Bachelors ,Management,F,3,2,2,145713,79,0
2952,14287,Graduate Degree,Management,M,1,0,0,186313,83,1
2953,14288,Graduate Degree,Management,F,3,1,1,137567,66,0
2954,14289,Bachelors ,Management,F,2,0,0,139517,58,1
2955,14291,Partial High School,Skilled Manual,M,2,0,2,78639,76,0
2956,14292,Partial High School,Skilled Manual,F,2,0,2,63712,48,0
2957,14293,High School,Professional,M,2,0,2,86412,82,0
2958,14294,High School,Professional,M,2,0,2,88744,83,1
2959,14295,High School,Professional,F,2,0,2,62075,50,0
2960,14296,High School,Professional,M,2,0,2,91628,82,0
2961,14297,Partial College,Professional,F,0,2,3,78394,68,1
2962,14298,Partial College,Professional,F,0,2,3,76966,70,1
2963,14299,Bachelors ,Professional,M,1,2,2,125879,114,1
2964,14300,Bachelors ,Professional,M,0,4,4,117681,132,1
2965,14301,Partial College,Skilled Manual,M,1,0,1,86705,83,0
2966,14302,Partial College,Skilled Manual,F,1,0,1,86357,49,0
2967,14303,Bachelors ,Professional,F,1,0,1,73232,55,0
2968,14304,Bachelors ,Professional,F,1,0,1,97651,50,0
2969,14305,Bachelors ,Professional,M,1,0,1,116519,88,1
2970,14306,Partial College,Skilled Manual,M,1,0,1,88801,85,1
2971,14307,Partial College,Skilled Manual,M,1,0,1,92124,79,1
2972,14308,Bachelors ,Professional,F,1,0,0,111414,48,1
